Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Base Happiness,Game(s) of Origin,Experience Growth,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
90,26,Raichu,Mouse Pokemon,NA,NA,None,Electric,None,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NA,NA,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",NA,NA,70,Red,Medium Fast,218,Field,Fairy,10,89,Thunder Stone
91,26,Raichu,Mouse Pokemon,Alola,90,None,Electric,Psychic,Surge Surfer,Doubles the Pokémon's Speed stat on Electric Terrain.,NA,NA,NA,NA,NA,NA,70,Sun,Medium Fast,218,Field,Fairy,10,89,Thunder Stone In Alola
92,27,Sandshrew,Mouse Pokemon,NA,NA,None,Ground,None,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NA,NA,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,NA,NA,70,Red,Medium Fast,60,Field,NA,20,NA,NA
93,27,Sandshrew,Mouse Pokemon,Alola,92,None,Ice,Steel,Snow Cloak,Boosts evasiveness in a hailstorm.,NA,NA,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,NA,NA,70,Sun,Medium Fast,60,Field,NA,20,NA,NA
94,28,Sandslash,Mouse Pokemon,NA,NA,None,Ground,None,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NA,NA,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,NA,NA,70,Red,Medium Fast,158,Field,NA,20,92,Level 22
95,28,Sandslash,Mouse Pokemon,Alola,94,None,Ice,Steel,Snow Cloak,Boosts evasiveness in a hailstorm.,NA,NA,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,NA,NA,70,Sun,Medium Fast,158,Field,NA,20,93,Ice Stone
96,52,Meowth,Scratch Cat Pokemon,NA,NA,None,Normal,None,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,70,Red,Medium Fast,58,Field,NA,20,NA,NA
97,52,Meowth,Scratch Cat Pokemon,Alola,96,None,Dark,None,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NA,NA,70,Sun,Medium Fast,58,Field,NA,20,NA,NA
98,52,Meowth,Scratch Cat Pokemon,Galar,96,None,Steel,None,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Tough Claws,Powers up moves that make direct contact.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,70,Sword,Medium Fast,58,Field,NA,20,NA,NA
99,863,Perrserker,Viking Pokemon,NA,NA,None,Steel,None,Battle Armor,Hard armor protects the Pokémon from critical hits.,Tough Claws,Powers up moves that make direct contact.,Steely Spirit,Powers up ally Pokémon's Steel-type moves.,NA,NA,50,Sword,Medium Fast,154,Field,NA,20,98,Level 28
100,53,Persian,Classy Cat Pokemon,NA,NA,None,Normal,None,Limber,Its limber body protects the Pokémon from paralysis.,Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,70,Red,Medium Fast,154,Field,NA,20,96,Level 28
101,53,Persian,Classy Cat Pokemon,Alola,100,None,Dark,None,Fur Coat,Halves the damage from physical moves.,Technician,Powers up the Pokémon's weaker moves.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NA,NA,70,Sun,Medium Fast,154,Field,NA,20,97,NA
102,54,Psyduck,Duck Pokemon,NA,NA,None,Water,None,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Red,Medium Fast,64,Water 1,Field,20,NA,NA
105,101,Electrode,Ball Pokemon,NA,NA,None,Electric,None,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,NA,NA,70,Red,Medium Fast,172,Mineral,NA,20,47,Level 30
136,102,Exeggcute,Egg Pokemon,NA,NA,None,Grass,Psychic,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,NA,NA,Harvest,May create another Berry after one is used.,NA,NA,70,Red,Slow,65,Grass,NA,20,NA,NA
137,103,Exeggutor,Coconut Pokemon,NA,NA,None,Grass,Psychic,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,NA,NA,Harvest,May create another Berry after one is used.,NA,NA,70,Red,Slow,186,Grass,NA,20,136,Leaf Stone
138,104,Cubone,Lonely Pokemon,NA,NA,None,Ground,None,Rock Head,Protects the Pokémon from recoil damage.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokémon from critical hits.,NA,NA,70,Red,Medium Fast,64,Monster,NA,20,NA,NA
139,105,Marowak,Bone Keeper Pokemon,NA,NA,None,Ground,None,Rock Head,Protects the Pokémon from recoil damage.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokémon from critical hits.,NA,NA,70,Red,Medium Fast,149,Monster,NA,20,138,Level 28
140,106,Hitmonlee,Kicking Pokemon,NA,NA,None,Fighting,None,Limber,Its limber body protects the Pokémon from paralysis.,Reckless,Powers up moves that have recoil damage.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,NA,NA,70,Red,Medium Fast,159,Human-Like,NA,25,360,Level 20 With Attack > Defense
141,107,Hitmonchan,Punching Pokemon,NA,NA,None,Fighting,None,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Iron Fist,Powers up punching moves.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NA,NA,70,Red,Medium Fast,159,Human-Like,NA,25,360,Level 20 With Attack < Defense
142,108,Lickitung,Licking Pokemon,NA,NA,None,Normal,None,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Cloud Nine,Eliminates the effects of weather.,NA,NA,70,Red,Medium Fast,77,Monster,NA,20,NA,NA
143,109,Koffing,Poison Gas Pokemon,NA,NA,None,Poison,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Neutralizing Gas,"If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be ified or will not be triggered.",Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",NA,NA,70,Red,Medium Fast,68,Amorphous,NA,20,NA,NA
144,110,Weezing,Poison Gas Pokemon,NA,NA,None,Poison,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Neutralizing Gas,"If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be ified or will not be triggered.",Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",NA,NA,70,Red,Medium Fast,172,Amorphous,NA,20,143,Level 35
145,111,Rhyhorn,Spikes Pokemon,NA,NA,None,Ground,Rock,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Rock Head,Protects the Pokémon from recoil damage.,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Red,Slow,69,Monster,Field,20,NA,NA
146,112,Rhydon,Drill Pokemon,NA,NA,None,Ground,Rock,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Rock Head,Protects the Pokémon from recoil damage.,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Red,Slow,170,Monster,Field,20,145,Level 42
147,113,Chansey,Egg Pokemon,NA,NA,None,Normal,None,Natural Cure,All status conditions heal when the Pokémon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Healer,Sometimes heals an ally's status condition.,NA,NA,140,Red,Fast,395,Fairy,NA,40,638,Holding An Oval Stone During The Day
148,114,Tangela,Vine Pokemon,NA,NA,None,Grass,None,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Leaf Guard,Prevents status conditions in harsh sunlight.,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Red,Medium Fast,87,Grass,NA,20,NA,NA
211,115,Kangaskhan,Parent Pokemon,NA,NA,None,Normal,None,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NA,NA,70,Red,Medium Fast,172,Monster,NA,20,NA,NA
212,116,Horsea,Dragon Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",NA,NA,70,Red,Medium Fast,59,Water 1,Dragon,20,NA,NA
213,117,Seadra,Dragon Pokemon,NA,NA,None,Water,None,Poison Point,Contact with the Pokémon may poison the attacker.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",NA,NA,70,Red,Medium Fast,154,Water 1,Dragon,20,212,Level 32
214,118,Goldeen,Goldfish Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",NA,NA,70,Red,Medium Fast,64,Water 2,NA,20,NA,NA
215,119,Seaking,Goldfish Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",NA,NA,70,Red,Medium Fast,158,Water 2,NA,20,214,Level 33
216,120,Staryu,Star Shape Pokemon,NA,NA,None,Water,None,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Natural Cure,All status conditions heal when the Pokémon switches out.,Analytic,Boosts move power when the Pokémon moves last.,NA,NA,70,Red,Slow,68,Water 3,NA,20,NA,NA
217,121,Starmie,Mysterious Pokemon,NA,NA,None,Water,Psychic,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Natural Cure,All status conditions heal when the Pokémon switches out.,Analytic,Boosts move power when the Pokémon moves last.,NA,NA,70,Red,Slow,182,Water 3,NA,20,216,Water Stone
218,122,Mr. Mime,Barrier Pokemon,NA,NA,None,Psychic,Fairy,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Filter,Reduces the power of supereffective attacks taken.,Technician,Powers up the Pokémon's weaker moves.,NA,NA,70,Red,Medium Fast,161,Human-Like,NA,25,637,Knowing Mimic
219,123,Scyther,Mantis Pokemon,NA,NA,None,Bug,Flying,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Technician,Powers up the Pokémon's weaker moves.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NA,NA,70,Red,Medium Fast,100,Bug,NA,25,NA,NA
220,124,Jynx,Human Shape Pokemon,NA,NA,None,Ice,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",NA,NA,70,Red,Medium Fast,159,Human-Like,NA,25,362,Level 30
221,125,Electabuzz,Electric Pokemon,NA,NA,None,Electric,None,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NA,NA,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",NA,NA,70,Red,Medium Fast,172,Human-Like,NA,25,363,Level 30
222,126,Magmar,Spitfire Pokemon,NA,NA,None,Fire,None,Flame Body,Contact with the Pokémon may burn the attacker.,NA,NA,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",NA,NA,70,Red,Medium Fast,173,Human-Like,NA,25,364,Level 30
223,127,Pinsir,Stag Beetle Pokemon,NA,NA,None,Bug,None,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",NA,NA,70,Red,Slow,175,Bug,NA,25,NA,NA
224,128,Tauros,Wild Bull Pokemon,NA,NA,None,Normal,None,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,70,Red,Slow,172,Field,NA,20,NA,NA
225,129,Magikarp,Fish Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NA,NA,70,Red,Slow,40,Water 2,Dragon,5,NA,NA
226,130,Gyarados,Atrocious Pokemon,NA,NA,None,Water,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",NA,NA,70,Red,Slow,189,Water 2,Dragon,5,225,Level 20
227,131,Lapras,Transport Pokemon,NA,NA,None,Water,Ice,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Hydration,Heals status conditions if it's raining.,NA,NA,70,Red,Slow,187,Monster,Water 1,40,NA,NA
228,133,Eevee,Evolution Pokemon,NA,NA,None,Normal,None,Run Away,Enables a sure getaway from wild Pokémon.,Adaptability,Powers up moves of the same type as the Pokémon.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NA,NA,70,Red,Medium Fast,65,Field,NA,35,NA,NA
229,134,Vaporeon,Bubble Jet Pokemon,NA,NA,None,Water,None,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NA,NA,Hydration,Heals status conditions if it's raining.,NA,NA,70,Red,Medium Fast,184,Field,NA,35,228,Water Stone
230,135,Jolteon,Lightning Pokemon,NA,NA,None,Electric,None,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,NA,NA,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,NA,NA,70,Red,Medium Fast,184,Field,NA,35,228,Thunder Stone
231,136,Flareon,Flame Pokemon,NA,NA,None,Fire,None,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,NA,NA,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,NA,NA,70,Red,Medium Fast,184,Field,NA,35,228,Fire Stone
232,137,Porygon,Virtual Pokemon,NA,NA,None,Normal,None,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",Download,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,Analytic,Boosts move power when the Pokémon moves last.,NA,NA,70,Red,Medium Fast,79,Mineral,NA,20,NA,NA
233,138,Omanyte,Spiral Pokemon,NA,NA,None,Rock,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Red,Medium Fast,71,Water 1,Water 3,30,NA,NA
234,139,Omastar,Spiral Pokemon,NA,NA,None,Rock,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Red,Medium Fast,173,Water 1,Water 3,30,233,Level 40
235,140,Kabuto,Shellfish Pokemon,NA,NA,None,Rock,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Battle Armor,Hard armor protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Red,Medium Fast,71,Water 1,Water 3,30,NA,NA
236,141,Kabutops,Shellfish Pokemon,NA,NA,None,Rock,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Battle Armor,Hard armor protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Red,Medium Fast,173,Water 1,Water 3,30,235,Level 40
237,142,Aerodactyl,Fossil Pokemon,NA,NA,None,Rock,Flying,Rock Head,Protects the Pokémon from recoil damage.,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,70,Red,Slow,180,Flying,NA,35,NA,NA
238,143,Snorlax,Sleeping Pokemon,NA,NA,None,Normal,None,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,70,Red,Slow,189,Monster,NA,40,644,NA
239,144,Articuno,Freeze Pokemon,NA,NA,Sub-Legendary,Ice,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,Snow Cloak,Boosts evasiveness in a hailstorm.,NA,NA,35,Red,Slow,261,Undiscovered,NA,80,NA,NA
240,145,Zapdos,Electric Pokemon,NA,NA,Sub-Legendary,Electric,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NA,NA,35,Red,Slow,261,Undiscovered,NA,80,NA,NA
241,146,Moltres,Flame Pokemon,NA,NA,Sub-Legendary,Fire,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,Flame Body,Contact with the Pokémon may burn the attacker.,NA,NA,35,Red,Slow,261,Undiscovered,NA,80,NA,NA
242,147,Dratini,Dragon Pokemon,NA,NA,None,Dragon,None,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,NA,NA,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,NA,NA,35,Red,Slow,60,Water 1,Dragon,40,NA,NA
243,148,Dragonair,Dragon Pokemon,NA,NA,None,Dragon,None,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,NA,NA,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,NA,NA,35,Red,Slow,147,Water 1,Dragon,40,242,Level 30
